Multiplicity,Summarized Transverse Momentum,Spectators Energy Deposition,Multiplicity of soft particles,Multiplicity of hard particles,Impact Parameter
4,1.55782,262.304,0,0,2
12,5.21953,214.199,3,4,2
23,8.56369,228.55,5,3,2
12,4.41045,229.23,2,3,2
109,50.2067,61.4362,23,16,0
7,4.20218,259.469,2,1,2
88,36.3083,91.5486,18,18,0
62,24.2449,139.35,17,13,1
63,25.998,103.87,20,7,1
2,0.742848,257.832,1,1,2
60,26.0033,121.529,15,17,1
86,36.8615,105.891,17,19,1
15,7.77595,234.615,4,2,2
29,10.2816,202.962,9,5,2
5,2.75732,259.009,1,1,2
46,16.6921,179.671,16,4,2
50,23.0349,100.752,4,13,1
29,9.95764,215.641,12,4,2
80,34.1513,112.108,19,21,1
12,4.15407,236.866,4,2,2
1,0.358266,263.624,0,0,2
126,52.7564,46.5366,34,23,0
19,7.50588,237.955,4,4,2
25,11.5834,197.412,6,7,2
14,5.78953,228.117,3,5,2
8,3.1138,251.407,1,3,2
25,10.5943,196.433,7,6,2
12,5.64637,219.763,3,1,2
59,24.2124,116.592,20,8,2
45,20.1342,174.869,13,11,2
43,17.6456,158.849,6,9,2
27,9.82134,219.437,5,7,2
8,1.95934,242.285,4,1,2
33,9.53182,214.519,14,6,2
40,19.0098,178.437,7,8,2
12,4.85228,249.054,2,5,2
43,21.1073,167.449,8,9,1
13,5.65775,226.131,2,5,2
13,6.40874,209.687,4,4,2
40,17.9218,189.919,11,5,2
104,41.1897,84.6633,23,22,0
2,0.394223,254.407,1,0,2
31,11.7551,181.004,8,7,2
87,34.2708,92.5378,24,18,1
91,34.7228,89.554,27,15,1
46,19.3543,137.452,8,8,2
29,12.2808,179.862,9,2,2
6,4.41376,257.214,0,2,2
12,3.45995,256.644,4,0,2
2,0.366895,263.978,1,0,2
4,1.35253,238.711,1,1,2
33,14.1888,160.701,6,9,2
8,2.70913,249.233,1,3,2
10,4.89284,242.737,2,2,2
57,18.8339,149.888,20,9,1
14,4.51698,212.982,4,5,2
70,31.8569,122.774,15,18,1
77,32.926,117.098,17,15,1
37,15.5243,213.057,10,7,2
13,6.6774,222.993,2,3,2
65,27.444,110.796,11,11,1
12,3.62377,228.709,3,2,2
32,13.4989,222.085,8,4,2
22,10.3444,211.527,5,6,2
41,19.6336,98.2791,6,9,1
18,5.64113,218.274,4,0,1
72,30.046,113.381,22,15,1
23,9.44646,199.69,5,6,2
71,28.815,95.6746,15,20,1
18,9.74691,220.836,3,7,2
22,9.6472,190.744,7,4,2
15,5.39531,221.988,2,3,2
84,35.6209,94.6769,20,15,0
68,29.7412,65.3112,14,20,1
18,4.7824,235.34,8,3,2
84,36.9555,68.1142,22,18,0
19,7.27785,178.27,5,4,1
15,8.94858,230.846,3,2,2
46,17.9557,160.258,8,13,1
42,16.1134,184.472,11,6,2
30,12.4463,218.448,8,9,2
12,4.36799,236.669,3,5,2
44,19.0258,141.738,11,8,1
7,1.60915,262.328,3,1,2
81,32.3226,75.7318,23,14,1
38,17.6688,165.698,10,10,2
12,5.56011,244.003,3,3,2
7,3.35677,248.504,1,2,2
40,16.4627,191.948,10,9,2
35,16.9197,181.769,10,6,2
13,4.98623,240.226,3,3,2
24,10.3014,195.138,6,6,2
52,23.0383,169.268,12,10,1
23,10.2558,202.714,3,7,2
37,17.8765,168.186,8,9,1
14,5.24623,229.106,3,1,2
23,7.46373,219.744,9,4,2
112,47.2219,43.5604,31,17,0
11,5.69316,206.734,3,2,1
75,29.6897,108.657,20,12,1
111,49.8147,40.3789,28,22,1
2,1.39192,259.71,0,0,2
20,8.17752,219.832,7,2,1
83,31.4605,93.969,18,19,1
18,8.61834,240.219,4,1,2
11,3.80759,251.747,3,3,2
9,4.44868,250.021,0,2,2
7,3.65389,211.807,1,1,2
43,17.7509,168.647,12,7,2
9,2.83522,250.921,3,0,2
53,21.1154,131.1,20,6,2
8,3.08023,243.557,0,4,2
29,11.2923,222.009,11,6,2
21,8.47266,227.357,3,4,2
1,0.281879,270.322,0,0,2
15,6.84746,241.26,5,3,2
87,39.9925,78.9884,19,16,1
2,1.96344,264.442,0,0,2
76,33.4576,101.141,22,13,1
46,21.2162,156.8,7,10,2
14,5.35792,251.215,5,3,2
27,10.1022,198.342,5,10,2
12,7.10951,238.576,0,1,2
51,19.4995,173.493,13,10,1
68,26.5111,137.07,19,15,1
97,40.2805,56.1069,24,15,0
60,22.0588,143.145,16,9,1
50,20.2324,129.032,11,12,1
95,32.0934,104.305,33,13,1
4,2.39746,261.19,0,2,2
31,13.7816,194.124,3,6,2
38,14.4419,197.412,12,9,2
37,17.8286,157.053,10,8,1
26,10.3367,164.283,5,3,2
84,33.1373,88.2093,22,19,0
69,24.7214,152.485,22,12,1
35,17.7066,186.118,9,8,2
82,37.1244,67.5601,15,16,1
49,22.4403,177.385,11,11,1
23,9.90966,178.586,3,6,2
103,39.9782,80.264,26,23,0
50,22.7489,149.158,15,8,1
57,21.5566,139.754,17,10,2
53,19.8886,148.823,13,13,2
58,24.6997,117.956,11,19,1
89,31.2643,80.374,22,19,1
33,15.0853,206.086,9,7,2
95,38.2443,75.8177,22,18,0
25,8.96552,221.846,5,3,2
35,14.3691,169.737,9,8,2
3,2.53819,265.069,0,1,2
61,21.9874,149.678,14,11,2
43,16.9181,182.858,12,9,2
9,3.65358,237.077,3,1,2
31,11.0209,211.96,9,3,2
24,10.4263,204.87,6,7,2
1,0.327489,269.326,0,0,2
7,3.17538,238.276,1,3,2
72,29.6653,128.805,17,13,1
75,30.3875,135.062,19,17,1
103,39.9997,84.0127,28,25,1
28,12.1951,206.949,5,5,2
22,7.79051,192.812,5,5,2
6,2.45235,236.69,1,2,2
75,27.5377,88.9093,24,18,0
68,28.2311,135.757,17,15,1
17,9.39686,239.788,2,0,2
7,4.00294,262.519,1,3,2
95,37.6816,83.2623,23,15,1
31,11.8763,192.998,10,2,2
57,25.0513,92.3701,10,12,1
45,16.4927,134.924,8,5,1
11,4.50797,238.427,2,2,2
42,18.4364,201.045,8,5,2
97,45.7788,66.342,24,19,0
12,4.40134,230.691,4,2,2
38,16.7084,174.342,11,8,2
86,34.734,52.3048,22,16,1
2,0.86307,267.06,0,1,2
32,12.1595,140.679,6,6,2
4,3.23053,252.771,0,2,2
12,5.23944,239.084,3,2,2
50,24.8379,155.009,11,9,1
24,10.2202,219.355,5,7,2
65,26.2804,96.7688,13,15,1
8,2.91906,243.653,0,3,2
35,12.3236,178.334,9,9,1
14,6.51113,238.263,5,1,2
56,21.5575,175.179,15,9,1
12,4.64706,237.87,3,3,2
41,15.6682,137.97,11,9,2
31,14.2859,158.539,4,6,2
133,60.0181,39.3262,29,17,1
45,18.3249,162.492,8,14,1
18,6.58854,204.854,3,5,2
3,1.96184,254.269,0,0,2
118,51.4861,26.109,18,30,0
36,15.5091,185.596,6,8,2
49,21.8688,97.9108,13,14,1
116,47.2944,55.3683,25,28,0
57,27.742,126.61,17,10,1
58,24.3584,92.0395,17,10,1
32,11.995,197.385,5,6,2
19,6.77682,217.954,5,1,2
25,9.65916,199.086,8,5,2
7,2.35618,263.811,0,3,2
59,22.8225,147.423,16,13,1
3,0.999245,259.768,0,1,2
19,7.86726,207.64,6,4,2
8,4.29713,259.604,3,0,2
14,7.58132,209.479,3,3,2
21,7.25276,211.582,6,3,2
10,3.44375,237.198,2,3,2
62,31.925,143.061,15,12,1
87,35.8492,97.4632,20,17,1
100,39.8307,53.2486,22,18,0
19,6.61948,211.752,7,1,2
82,35.3834,112.744,22,9,1
9,4.26395,254.867,1,3,2
20,7.40228,191.058,3,6,2
122,48.2446,47.3394,34,17,0
96,40.6471,77.0983,24,21,1
17,5.50399,182.147,6,5,2
10,3.52667,243.02,2,2,2
16,7.54076,222.99,3,4,2
11,4.54125,248.98,2,2,2
7,2.86436,263.88,1,1,2
34,14.3989,156.004,4,3,2
25,8.99944,202.966,5,7,2
62,23.4036,127.699,15,15,1
19,8.25687,206.009,2,11,2
66,27.4044,119.94,20,6,1
31,12.8969,193.654,10,9,1
24,10.6227,209.491,6,4,2
6,2.92442,259.606,1,0,2
103,37.9893,54.8321,32,22,0
15,5.83493,236.153,2,4,2
4,1.59564,265.173,0,2,2
71,27.1341,87.1336,20,14,1
30,14.0076,184.589,6,1,2
24,8.81112,234.34,8,2,2
21,7.46894,211.367,7,4,2
13,5.81631,254.551,4,0,2
24,10.319,196.628,6,3,2
11,3.56511,241.926,3,4,2
5,3.11595,260.045,2,0,2
12,6.24557,228.047,3,3,2
5,2.02222,257.505,2,0,2
27,9.28504,212.334,9,6,2
20,10.168,227.236,3,0,2
19,8.34907,212.604,2,2,2
8,2.18688,234.134,2,2,2
34,12.8725,158.009,8,11,2
78,37.6421,81.1221,19,13,0
38,18.1317,187.985,9,10,2
68,31.12,103.947,16,7,1
98,42.4635,105.274,22,26,1
55,20.8535,135.752,21,10,1
44,18.4188,158.935,12,7,1
10,4.00144,247.677,3,2,2
5,1.68412,258.741,1,2,2
47,24.3951,127.059,9,11,1
4,1.34968,244.469,2,0,2
81,33.1744,113.065,25,14,1
8,3.82804,249.1,1,2,2
5,5.0562,229.837,0,1,2
19,6.28183,211.583,7,4,2
9,6.43942,238.655,2,2,2
2,0.774007,247.087,0,0,2
79,38.2785,114.38,14,18,1
17,8.29318,233.475,3,1,2
22,9.80094,208.533,4,5,2
32,13.4279,161.29,7,8,1
13,4.69995,211.963,5,2,2
10,5.06892,218.292,1,3,2
62,29.4614,148.246,9,13,1
53,23.7701,137.129,10,9,1
3,1.05931,234.506,1,0,2
109,51.4668,50.9834,21,21,1
28,13.6716,168.727,10,4,2
85,36.4876,73.2626,21,15,1
63,27.6784,121.868,15,21,1
90,41.8654,62.8546,19,19,1
19,6.36597,205.307,5,4,2
50,23.7414,123.092,10,12,1
82,33.1708,84.2673,18,16,0
103,41.25,101.837,26,20,1
7,2.99345,252.267,1,0,2
40,17.0279,135.653,6,8,2
8,4.80961,245.852,1,1,2
48,16.9359,163.85,18,9,2
42,19.0662,151.665,8,8,2
12,5.38659,228.37,1,2,2
18,8.81661,239.914,3,6,2
37,16.7984,158.68,6,8,2
5,1.97132,265.976,1,2,2
121,47.9712,52.325,31,17,0
6,1.25416,257.681,4,1,2
4,0.785856,253.667,3,1,2
27,12.1003,209.482,4,6,2
61,23.5615,131.755,20,11,1
9,3.19838,252.363,2,3,2
27,9.05878,172.371,7,5,2
62,27.7982,128.74,15,11,2
46,18.7593,161.712,10,9,1
8,2.28378,246.334,3,2,2
65,33.5124,108.496,11,13,1
16,6.33662,189.131,3,6,2
57,24.2295,135.873,9,14,1
75,29.5307,122.258,16,16,1
17,6.84798,235.985,3,5,2
39,13.9795,191.235,13,9,2
29,11.7024,194.776,8,6,2
36,15.4534,154.337,11,9,1
26,12.3978,213.317,6,6,2
5,2.26744,258.311,2,0,2
8,2.51255,242.085,1,0,2
94,36.7012,77.9062,24,23,0
17,7.24058,219.1,3,3,2
56,21.8708,120.54,14,12,1
4,1.3583,246.971,1,1,2
35,11.4648,168.945,16,3,1
6,2.50982,251.219,2,1,2
5,1.42188,261.933,2,2,2
86,34.4196,108.285,22,11,1
11,6.21217,216.236,1,5,2
36,14.4807,190.587,10,7,2
7,3.68141,264.296,2,1,2
44,15.7186,157.891,17,6,1
84,38.6436,76.5949,21,21,0
4,1.6843,258.744,1,0,2
32,13.2531,218.686,7,7,2
46,23.9163,140.039,8,7,2
3,0.856046,250.433,0,0,2
60,24.7549,138.745,12,13,2
10,3.15173,246.137,4,3,2
2,0.716706,263.627,0,1,2
8,3.44247,248.48,1,1,2
18,9.81167,214.603,4,3,1
4,1.26586,258.39,2,0,2
54,22.5404,136.416,9,13,1
89,41.2034,102.818,21,23,1
19,7.47054,247.155,3,7,2
4,1.53796,254.402,1,1,2
52,24.74,113.469,8,10,0
30,15.2188,186.551,3,12,2
38,22.2276,203.513,9,10,2
59,22.9049,150.255,18,9,1
11,3.58273,255.178,4,1,2
21,7.15482,237.17,7,5,2
13,5.28816,229.412,3,2,2
55,21.1736,150.061,17,10,1
3,1.50556,265.007,0,0,2
43,18.3474,145.167,11,5,1
8,2.57826,253.574,3,1,2
18,4.79316,237.74,9,1,2
126,54.1143,50.7418,24,20,0
21,9.12675,201.445,6,5,2
4,1.69977,251.114,0,0,2
113,49.5801,31.9756,24,25,0
6,2.7464,234.448,1,1,2
29,15.3685,184.341,9,2,1
16,6.62939,226.046,4,2,2
64,26.438,128.583,15,20,1
17,6.30429,224.542,3,6,2
6,5.43437,243.355,0,1,2
22,7.27561,201.818,3,5,2
68,31.543,95.505,12,8,1
19,7.27807,244.939,4,6,2
43,15.7863,179.888,15,10,2
5,1.47044,230.904,1,2,2
43,20.0709,148.362,8,14,1
76,39.7035,100.953,16,12,1
2,0.477071,254.983,1,0,2
7,2.4602,251.389,2,1,2
11,7.19445,231.018,1,3,2
1,0.771019,247.962,0,0,2
2,0.378415,229.329,2,0,2
66,28.277,113.093,16,12,1
13,6.46449,250.023,4,2,2
9,4.24041,242.891,3,1,2
3,1.06922,248.174,0,1,2
54,23.0617,123.865,13,13,1
68,26.0557,107.805,19,12,1
35,11.8078,178.433,11,4,2
17,7.4717,212.824,5,2,2
42,16.1553,178.162,8,9,1
7,2.68483,248.076,3,1,2
12,5.16733,251.947,3,6,2
24,11.2618,182.536,6,6,2
24,7.90172,222.011,7,3,2
108,45.7873,47.4656,31,22,0
99,42.7984,66.5438,22,26,1
6,3.05825,260.475,2,1,2
24,9.26117,188.916,7,3,2
18,6.94817,233.808,5,1,2
57,28.2376,126.791,6,18,1
2,0.707636,264.756,0,1,2
12,5.51302,239.801,2,1,2
3,1.43477,258.138,2,0,2
45,20.741,154.409,12,9,1
3,4.01949,251.152,0,1,2
7,4.11987,223.49,2,0,2
15,6.09709,225.881,4,4,2
44,21.4316,150.659,8,10,1
8,5.06538,241.462,0,1,2
100,40.7247,80.0317,23,18,1
5,2.57573,244.323,2,2,2
20,7.5798,226.222,4,2,2
40,15.2217,189.386,7,4,1
5,3.87363,260.016,1,1,2
14,6.59563,224.546,3,3,2
2,1.0718,270.157,0,2,2
49,18.167,109.245,17,10,1
32,17.1359,186.164,4,6,1
14,6.55253,235.245,2,5,2
20,10.1029,235.497,5,4,2
106,41.3285,67.8423,28,18,0
30,12.1829,213.277,9,5,2
92,30.9104,77.0666,27,18,0
33,16.8334,195.767,6,3,2
51,19.8856,128.23,15,12,2
11,3.52676,243.354,4,3,1
55,18.811,108.985,14,11,1
47,17.0431,153.239,6,9,2
112,38.3262,52.0558,38,23,0
43,17.8615,124.024,12,7,0
110,48.0217,64.8211,17,17,0
22,8.70945,227.069,4,4,2
93,37.9846,69.2697,26,21,0
51,25.5791,156.081,11,12,1
83,34.2587,74.4346,22,13,1
10,5.63994,207.376,3,2,2
6,4.4121,232.839,0,1,2
14,6.20102,237.914,2,5,2
50,22.9272,138.678,11,4,1
3,2.60001,257.057,0,0,2
7,3.0911,264.876,1,2,2
29,12.8001,173.548,7,6,2
23,10.0513,222.91,5,5,2
18,7.11938,249.329,4,6,2
96,44.2403,126.451,15,27,1
32,11.7947,148.233,8,8,2
102,40.2776,66.4367,29,13,1
74,29.8339,116.901,18,17,0
28,10.5642,224.739,8,5,2
33,15.5261,214.581,6,5,2
4,1.80729,238.804,0,3,2
26,13.0119,201.421,5,4,2
11,4.17613,234.813,0,3,2
72,34.2913,107.772,15,20,1
1,0.137502,258.171,1,0,2
15,4.79807,210.625,6,4,2
8,2.7542,264.871,2,1,2
4,2.25618,265.202,1,0,2
48,17.7805,162.621,14,10,1
5,1.49662,255.953,1,1,2
13,5.11638,234.998,4,3,2
61,22.544,105.343,17,11,1
16,6.66047,241.846,4,4,2
18,6.14846,248.402,7,0,2
108,41.477,62.5823,28,23,0
39,14.7597,180.6,10,6,2
14,6.20286,202.883,2,1,2
27,11.0763,203.272,5,3,2
25,9.71909,174.069,9,5,1
7,3.9155,264.959,2,1,2
93,39.9102,88.6605,26,9,1
34,15.4567,161.276,5,8,1
39,13.7247,212.502,8,9,2
35,13.5695,194.413,6,9,2
28,11.7377,189.775,10,5,2
16,6.79191,234.433,5,1,2
10,3.29337,241.827,4,0,2
63,28.4339,68.7009,13,17,0
39,15.0003,163.984,8,7,2
79,32.0424,101.776,24,14,1
11,3.33849,257.393,3,1,2
44,20.0834,145.023,5,10,1
71,30.4204,83.9649,16,17,0
15,4.83161,217.133,5,3,2
5,1.25247,253.755,2,1,2
79,27.3792,123.812,19,9,1
13,4.2241,232.108,5,3,2
93,41.797,99.5527,21,19,1
15,6.26144,222.237,4,2,2
31,10.5437,223.56,9,7,2
49,18.6608,123.955,17,3,1
72,29.3528,108.586,13,20,1
58,26.5382,129.666,9,11,1
1,0.258537,261.31,0,0,2
13,5.21814,219.17,4,6,1
13,5.36923,246.807,4,4,2
9,5.46624,243.513,1,2,2
74,30.9087,121.053,22,14,2
37,14.5654,151.218,14,10,2
10,2.97814,260.733,4,4,2
8,3.5416,240.64,1,2,2
38,13.6688,173.224,10,5,1
38,13.5471,180.965,9,4,2
7,2.04962,264.031,3,1,2
8,2.40469,212.509,2,3,2
49,20.7309,147.949,12,12,1
14,4.89943,245.099,4,6,2
21,9.43198,231.351,3,4,2
70,27.929,80.6845,25,13,0
45,18.9109,120.249,10,7,2
16,5.7642,236.027,4,3,2
5,2.00956,255.158,0,3,2
35,16.2168,170.873,10,7,2
23,9.7826,225.859,5,5,2
20,6.26706,208.761,5,4,2
11,4.54347,251.147,2,2,2
5,3.77151,256.64,0,0,2
49,18.627,132.175,14,9,1
5,2.65246,259.595,2,1,2
3,1.0472,241.398,0,1,2
10,2.06498,222.318,4,0,2
82,39.5578,65.8584,13,15,1
67,26.3688,143.734,14,17,1
28,9.95183,225.477,7,6,2
39,16.4671,162.783,11,4,1
30,12.8991,183.07,7,8,1
21,9.59038,217.403,5,6,2
7,5.23396,232.782,1,0,2
10,4.94536,224.769,1,3,2
56,23.0896,154.678,14,8,2
116,48.2775,56.1536,21,29,0
24,9.49934,204.57,6,4,2
14,7.52485,224.426,1,2,2
47,20.9563,169.906,11,11,1
6,1.91126,263.418,1,1,2
15,4.71063,225.617,5,5,2
109,43.8794,64.0624,32,16,0
33,13.61,205.766,8,4,1
11,4.16956,253.087,5,2,2
25,11.5338,185.705,7,6,2
29,13.86,168.244,6,5,2
57,22.8919,102.453,13,10,1
60,23.5759,138.788,20,12,1
30,12.4343,208.233,7,8,2
50,26.5335,131.814,10,7,2
44,19.4818,126.562,9,11,2
81,35.2866,70.9922,20,16,2
35,13.6201,208.478,8,11,2
40,14.8999,152.293,13,9,1
7,2.65843,265.702,1,4,2
2,1.4862,266.293,0,0,2
16,5.29629,226.728,8,2,2
6,2.6554,239.132,2,2,2
3,0.704586,260.806,1,0,2
100,46.2192,43.6857,23,20,0
9,3.55234,250.336,3,2,2
33,14.7893,207.568,5,5,2
96,41.0953,88.0646,22,16,0
21,8.02506,193.694,5,8,2
51,18.4912,162.927,14,10,2
27,9.65291,161.69,10,4,2
24,9.57094,226.248,4,5,2
83,37.9719,75.9226,17,16,1
4,1.29705,251.674,0,1,2
2,1.50173,263.564,0,0,2
106,46.6752,51.8899,28,17,0
17,6.14243,204.459,5,4,2
60,25.8293,134.802,19,12,2
45,17.6359,168.397,12,7,2
7,3.22606,258.769,3,0,2
76,31.6168,119.991,22,18,1
30,11.6066,186.101,8,5,1
68,30.1539,101.502,9,9,1
17,7.09729,219.43,6,1,2
39,16.4182,188.241,11,9,1
4,1.67675,266.482,1,1,2
8,5.75032,258.883,2,0,2
42,16.7467,172.879,7,5,2
16,7.01171,219.92,3,4,2
8,3.01117,257.553,1,3,2
21,10.4597,182.497,2,5,2
32,11.9588,155.28,7,4,2
61,29.8185,110.205,10,12,1
56,26.7327,113.395,14,12,1
15,5.29582,230.494,7,3,2
3,1.08034,260.231,0,1,2
10,3.60787,251.734,3,1,2
26,10.5812,215.68,6,5,2
16,7.03573,190.594,8,2,2
15,6.43287,236.933,3,2,2
68,27.3122,134.094,16,15,1
62,26.8096,84.7668,13,17,1
7,3.54535,243.217,0,1,2
29,10.9017,194.155,6,9,2
6,2.42408,237.364,1,3,2
13,5.59643,214.354,3,3,2
12,4.13008,211.257,5,3,2
52,24.5483,125.869,8,12,1
47,20.5431,200.727,9,7,2
4,2.62777,250.378,0,2,2
36,13.9059,209.194,12,8,2
20,6.44341,213.215,8,5,1
4,1.6454,246.042,1,2,2
41,18.4405,172.029,6,6,2
13,4.84177,234.668,2,6,2
103,44.2569,58.4546,24,23,1
39,21.7428,168.118,6,7,2
9,2.58531,245.49,3,3,2
23,10.2855,194.718,3,6,2
56,21.028,170.947,17,10,2
44,18.5241,145.589,7,9,1
26,16.4308,180.909,6,3,2
39,15.735,176.933,7,9,2
10,5.74056,215.246,2,4,2
59,25.9318,103.946,13,11,1
61,28.1634,90.4215,12,11,1
87,42.3379,70.7959,17,12,0
45,23.0342,165.016,10,5,2
16,7.16312,227.683,1,4,2
38,14.1867,143.145,10,6,2
19,8.04766,173.564,4,4,2
53,22.5182,156.257,11,14,2
41,15.8766,205.512,10,8,2
17,8.34661,209.801,3,2,2
28,12.25,224.237,2,5,2
10,4.10792,214.684,3,0,2
50,23.4558,152.264,10,8,2
18,8.37581,219.386,2,2,2
37,16.7981,193.718,8,9,2
12,4.0145,256.094,3,3,2
10,3.55137,238.137,3,3,2
29,14.2613,134.291,3,7,2
34,13.344,157.687,8,12,2
18,5.70457,225.321,4,3,2
21,9.25647,221.652,5,4,2
94,36.389,100.106,29,15,1
3,1.66569,259.077,1,1,2
24,8.66552,174.959,8,4,2
51,17.6706,169.792,16,13,1
14,5.12577,255.503,5,1,2
42,14.0945,142.856,14,7,2
38,16.1503,198.384,10,5,2
10,3.97825,195.049,1,3,2
75,32.9031,98.2645,18,9,1
11,8.28543,241.373,2,0,2
91,38.8861,84.4664,17,19,0
75,34.204,77.1373,17,18,0
14,6.45123,227.767,4,4,2
14,6.1788,219.327,2,4,2
82,30.7538,99.0002,29,16,1
17,8.94005,193.309,1,4,2
97,37.6253,59.4048,29,19,0
83,32.3301,104.885,19,18,1
8,3.57923,254.865,1,1,2
52,15.4785,190.335,19,4,2
9,4.65713,232.45,2,1,2
88,34.1326,98.1375,22,20,1
49,19.358,108.763,10,13,1
30,12.8576,200.856,8,4,2
18,7.02657,191.37,5,5,2
13,5.56405,226.336,3,6,2
75,25.373,91.2446,20,14,1
6,3.44715,218.795,0,3,2
76,29.4843,113.019,22,14,1
48,23.9099,127.585,10,7,2
13,6.34126,238.46,3,4,2
46,17.6825,147.659,13,8,1
93,40.0351,66.1541,21,18,1
1,0.385864,254.488,0,0,2
95,38.5116,78.9601,23,12,1
9,4.27858,253.405,2,3,2
84,34.258,55.9578,20,15,0
84,37.0542,52.0792,19,21,0
16,7.59434,179.936,5,3,2
8,2.58974,260.192,2,1,2
11,3.20041,249.931,5,1,2
30,14.5192,165.301,6,8,2
26,11.31,207.579,6,3,2
69,26.2287,133.96,18,16,1
48,19.6598,150.256,10,18,1
3,0.93109,260.512,1,1,2
28,12.4523,205.633,5,3,2
69,28.9449,128.872,15,16,1
23,8.84879,195.007,5,3,2
84,32.3175,118.443,19,17,1
22,8.88996,238.258,5,6,2
42,15.6867,148.172,10,10,1
30,11.7634,190.559,8,4,2
108,44.1191,69.7138,27,14,0
37,15.6041,177.795,6,8,1
54,22.3685,103.592,13,11,1
61,22.6292,154.749,22,12,1
3,1.12468,245.786,1,1,2
6,1.62682,252.653,2,1,2
50,19.4578,114.428,20,11,2
94,39.6753,94.3968,24,24,1
21,10.5694,236.795,1,8,2
82,36.1679,76.1953,14,21,0
3,1.00381,254.149,0,0,2
78,31.984,104.935,21,16,1
14,7.27127,206.133,2,4,2
13,6.0174,229.11,3,2,2
28,10.6262,212.163,6,7,2
26,9.59904,232.991,6,11,2
46,17.5016,168.719,15,9,2
13,5.14784,210.663,5,4,2
5,1.65779,256.201,1,1,2
6,3.31414,264.154,1,1,2
65,25.5114,133.535,14,11,1
56,20.6683,159.882,19,8,2
29,10.9191,193.087,7,7,2
55,24.8679,165.654,11,10,1
2,0.701579,267.661,0,0,2
13,4.65227,243.446,3,2,2
41,17.2002,150.934,7,10,1
6,1.86727,259.298,2,3,2
7,2.70607,232.466,2,3,2
7,2.54028,260.565,2,1,2
1,0.236909,264.836,0,0,2
34,19.3212,121.625,7,6,2
109,47.5056,54.6206,28,17,0
19,7.21937,184.275,6,4,2
91,41.972,64.905,21,15,0
48,20.6053,99.6198,13,4,1
30,10.2019,186.599,9,2,2
2,1.2676,265.806,0,0,2
6,1.95018,257.709,1,2,2
58,22.4748,141.87,10,15,2
8,3.49726,237.151,2,1,2
45,19.0351,173.897,12,6,1
7,1.95271,245.544,2,2,2
61,23.829,89.9077,21,8,1
19,6.39599,228.209,5,3,2
1,1.1918,251.147,0,0,2
56,24.2282,111.47,18,11,1
6,2.75685,259.295,2,0,2
41,19.7825,154.124,10,8,1
63,22.6718,137.559,16,10,1
29,13.3343,181.05,4,10,1
5,2.60258,262.964,0,1,2
25,9.00063,189.79,7,2,2
37,12.1976,174.948,9,7,2
63,28.1269,126.739,16,16,1
8,2.6612,252.765,3,2,2
55,22.3687,134.778,12,9,1
11,4.94711,246.749,1,2,2
35,14.8189,183.06,12,5,2
18,8.05359,227.353,6,2,2
8,6.61031,239.67,0,1,2
24,7.24133,208.399,8,4,2
23,8.7371,245.044,4,8,2
32,12.2341,146.387,8,7,1
22,7.25736,227.395,8,3,2
10,3.6093,247.704,2,2,2
4,1.813,258.245,1,1,2
76,34.4444,99.352,14,14,1
7,2.81582,233.427,3,2,2
71,33.3577,86.0948,17,19,1
8,2.23105,243.927,4,1,2
18,8.40076,208.618,3,6,2
85,39.0586,55.8757,15,18,0
93,41.7714,60.4147,19,17,0
25,11.3399,207.093,4,8,2
16,7.26052,230.902,4,3,2
60,27.2681,142.761,13,16,1
8,3.51376,227.904,2,1,2
79,33.1989,94.473,20,25,0
27,9.8869,198.515,4,8,2
50,20.4496,151.622,10,10,2
6,4.49467,264.023,1,2,2
44,17.5729,134.873,9,10,0
26,8.33888,179.636,9,2,2
107,44.4381,75.1195,27,20,1
56,25.0052,103.773,6,14,1
27,9.4049,187.729,9,4,2
98,38.0256,47.7929,26,16,0
45,19.3655,115.732,11,8,1
62,26.9361,139.091,8,10,1
11,4.09913,217.907,3,5,2
37,11.1443,183.923,11,5,2
83,31.2137,96.5807,19,10,1
60,20.7833,115.954,20,10,1
90,32.4237,111.064,26,21,1
41,18.1399,195.881,10,10,2
8,3.1436,264.272,3,2,2
34,18.4002,160.707,7,10,2
16,6.00384,180.664,5,4,1
49,20.1592,145.949,13,11,1
5,3.16611,262.413,1,2,2
77,28.9172,96.9337,21,18,1
65,26.0389,118.192,14,14,2
6,4.29682,203.949,0,3,2
13,5.82173,242.115,4,2,2
41,15.795,185.59,11,7,2
95,41.0038,64.1565,22,16,0
14,4.40387,242.916,5,1,2
81,36.4831,110.286,19,18,2
33,11.2592,159.821,9,4,2
9,3.59083,237.194,2,1,2
22,9.78162,199.242,6,2,2
3,1.30566,263.452,0,2,2
2,1.20302,259.596,0,0,2
9,3.81033,237.412,1,2,1
38,15.235,168.391,9,6,1
2,0.748015,260.02,0,0,2
14,4.10552,256.195,6,3,2
33,12.7366,161.305,10,8,2
3,2.47307,249.028,0,0,2
27,14.0903,208.716,5,1,2
84,34.6267,111.095,21,21,1
125,49.2785,25.8255,37,25,0
131,49.6284,61.7271,29,25,0
59,20.1515,109.884,12,15,1
39,17.3449,190.622,9,11,2
1,0.32045,264.496,0,0,2
47,19.486,163.92,12,8,2
85,36.3477,100.703,25,13,1
48,20.923,140.594,11,12,1
38,12.9574,196.641,12,8,2
